       s            betax          betay           etax           etay     
  2.187500e+02   7.694642e+00   2.968257e+00  -3.163608e+00   0.000000e+00
  2.190000e+02   7.324899e+00   3.207449e+00  -3.080115e+00   0.000000e+00
  2.197500e+02   6.370217e+00   4.224102e+00  -2.829638e+00   0.000000e+00
  2.199500e+02   6.116476e+00   4.570976e+00  -2.762040e+00   0.000000e+00
  2.201500e+02   5.807006e+00   4.949751e+00  -2.693113e+00   0.000000e+00
  2.203500e+02   5.449427e+00   5.360427e+00  -2.623281e+00   0.000000e+00
  2.205500e+02   5.052545e+00   5.803005e+00  -2.552977e+00   0.000000e+00
  2.207500e+02   4.626131e+00   6.277484e+00  -2.482632e+00   0.000000e+00
  2.220000e+02   2.632565e+00   9.965746e+00  -2.043756e+00   0.000000e+00
  2.222500e+02   2.632565e+00   9.965746e+00  -2.043756e+00   0.000000e+00
  2.235000e+02   4.626131e+00   6.277484e+00  -2.482632e+00   0.000000e+00
  2.237000e+02   5.075269e+00   5.803005e+00  -2.554847e+00   0.000000e+00
  2.239000e+02   5.545360e+00   5.360427e+00  -2.630975e+00   0.000000e+00
  2.241000e+02   6.033504e+00   4.949751e+00  -2.710899e+00   0.000000e+00
  2.243000e+02   6.536694e+00   4.570976e+00  -2.794496e+00   0.000000e+00
  2.245000e+02   7.051826e+00   4.224103e+00  -2.881638e+00   0.000000e+00
  2.257500e+02   1.089824e+01   2.778910e+00  -3.437069e+00   0.000000e+00
  2.260000e+02   1.088003e+01   2.868413e+00  -3.404696e+00   0.000000e+00
  2.272500e+02   6.894461e+00   5.419383e+00  -2.527775e+00   0.000000e+00
  2.274500e+02   6.364349e+00   5.977717e+00  -2.389482e+00   0.000000e+00
  2.276500e+02   5.848694e+00   6.577480e+00  -2.255357e+00   0.000000e+00
  2.278500e+02   5.350675e+00   7.218671e+00  -2.125607e+00   0.000000e+00
  2.280500e+02   4.873363e+00   7.901290e+00  -2.000433e+00   0.000000e+00
  2.282500e+02   4.419701e+00   8.625338e+00  -1.880028e+00   0.000000e+00
  2.295000e+02   2.447164e+00   1.408926e+01  -1.142784e+00   0.000000e+00
  2.297500e+02   2.412286e+00   1.431364e+01  -1.035420e+00   0.000000e+00
  2.310000e+02   3.964087e+00   1.063014e+01  -6.925081e-01   0.000000e+00
  2.312000e+02   4.339424e+00   1.011511e+01  -6.410490e-01   0.000000e+00
  2.314000e+02   4.737048e+00   9.620584e+00  -5.964544e-01   0.000000e+00
  2.316000e+02   5.154506e+00   9.146560e+00  -5.587930e-01   0.000000e+00
  2.318000e+02   5.589225e+00   8.693040e+00  -5.281230e-01   0.000000e+00
  2.320000e+02   6.038524e+00   8.260025e+00  -5.044917e-01   0.000000e+00
  2.332500e+02   9.481035e+00   6.018223e+00  -3.788731e-01   0.000000e+00
  2.335000e+02   9.671468e+00   6.051580e+00  -3.417227e-01   0.000000e+00
  2.347500e+02   7.780879e+00   8.688620e+00  -9.785976e-02   0.000000e+00
  2.349500e+02   7.519320e+00   9.194978e+00  -6.270276e-02   0.000000e+00
  2.351500e+02   7.249909e+00   9.724627e+00  -3.530206e-02   0.000000e+00
  2.353500e+02   6.974307e+00   1.027757e+01  -1.569989e-02   0.000000e+00
  2.355500e+02   6.694214e+00   1.085380e+01  -3.926483e-03   0.000000e+00
  2.357500e+02   6.411356e+00   1.145332e+01   3.063046e-09   0.000000e+00
  2.370000e+02   5.004748e+00   1.572804e+01   2.582178e-09   0.000000e+00
  2.372500e+02   5.225434e+00   1.537534e+01   2.592166e-09   0.000000e+00
  2.388350e+02   1.074194e+01   6.933542e+00   3.329427e-09   0.000000e+00
  2.390850e+02   1.105861e+01   6.404718e+00   3.326997e-09   0.000000e+00
  2.406700e+02   8.559520e+00   6.475995e+00   2.559102e-09   0.000000e+00
  2.409200e+02   8.642883e+00   6.255738e+00   2.497768e-09   0.000000e+00
  2.425050e+02   1.237406e+01   3.854392e+00   2.484893e-09   0.000000e+00
  2.427550e+02   1.224319e+01   3.872614e+00   2.401706e-09   0.000000e+00
  2.443400e+02   7.234621e+00   6.558169e+00   1.365554e-09   0.000000e+00
  2.445900e+02   7.234074e+00   6.543385e+00   1.260517e-09   0.000000e+00
  2.461750e+02   1.223355e+01   3.728462e+00   9.550065e-10   0.000000e+00
  2.464250e+02   1.223355e+01   3.728462e+00   8.712413e-10   0.000000e+00
  2.499250e+02   3.653225e+00   1.238733e+01  -7.846306e-10   0.000000e+00
  2.501750e+02   3.653225e+00   1.238733e+01  -9.342485e-10   0.000000e+00
  2.536750e+02   1.223355e+01   3.728462e+00  -3.494034e-09   0.000000e+00
  2.539250e+02   1.223355e+01   3.728462e+00  -3.542163e-09   0.000000e+00
  2.574250e+02   3.653225e+00   1.238733e+01  -2.321402e-09   0.000000e+00
  2.576750e+02   3.653225e+00   1.238733e+01  -2.321402e-09   0.000000e+00
  2.611750e+02   1.223355e+01   3.728462e+00  -3.542172e-09   0.000000e+00
  2.614250e+02   1.223355e+01   3.728462e+00  -3.494044e-09   0.000000e+00
  2.649250e+02   3.653225e+00   1.238733e+01  -9.342570e-10   0.000000e+00
  2.651750e+02   3.653225e+00   1.238733e+01  -7.846394e-10   0.000000e+00
  2.686750e+02   1.223355e+01   3.728462e+00   8.712247e-10   0.000000e+00
  2.689250e+02   1.223355e+01   3.728462e+00   9.549900e-10   0.000000e+00
  2.705100e+02   7.234074e+00   6.543385e+00   1.260505e-09   0.000000e+00
  2.707600e+02   7.234621e+00   6.558169e+00   1.365542e-09   0.000000e+00
  2.723450e+02   1.224319e+01   3.872614e+00   2.401692e-09   0.000000e+00
  2.725950e+02   1.237406e+01   3.854392e+00   2.484879e-09   0.000000e+00
  2.741800e+02   8.642883e+00   6.255738e+00   2.497758e-09   0.000000e+00
  2.744300e+02   8.559520e+00   6.475995e+00   2.559092e-09   0.000000e+00
  2.760150e+02   1.105861e+01   6.404718e+00   3.326988e-09   0.000000e+00
  2.762650e+02   1.074194e+01   6.933542e+00   3.329419e-09   0.000000e+00
  2.778500e+02   5.225434e+00   1.537534e+01   2.592162e-09   0.000000e+00
  2.781000e+02   5.004748e+00   1.572804e+01   2.582174e-09   0.000000e+00
  2.793500e+02   6.411356e+00   1.145332e+01   3.063045e-09   0.000000e+00
  2.795500e+02   6.694214e+00   1.085380e+01  -3.926483e-03   0.000000e+00
  2.797500e+02   6.974307e+00   1.027757e+01  -1.569989e-02   0.000000e+00
  2.799500e+02   7.249909e+00   9.724627e+00  -3.530206e-02   0.000000e+00
  2.801500e+02   7.519320e+00   9.194978e+00  -6.270276e-02   0.000000e+00
  2.803500e+02   7.780879e+00   8.688620e+00  -9.785976e-02   0.000000e+00
  2.816000e+02   9.671468e+00   6.051580e+00  -3.417227e-01   0.000000e+00
  2.818500e+02   9.481035e+00   6.018223e+00  -3.788731e-01   0.000000e+00
  2.831000e+02   6.038524e+00   8.260025e+00  -5.044917e-01   0.000000e+00
  2.833000e+02   5.589225e+00   8.693040e+00  -5.281230e-01   0.000000e+00
  2.835000e+02   5.154506e+00   9.146560e+00  -5.587930e-01   0.000000e+00
  2.837000e+02   4.737048e+00   9.620584e+00  -5.964544e-01   0.000000e+00
  2.839000e+02   4.339424e+00   1.011511e+01  -6.410490e-01   0.000000e+00
  2.841000e+02   3.964087e+00   1.063014e+01  -6.925081e-01   0.000000e+00
  2.853500e+02   2.412286e+00   1.431364e+01  -1.035420e+00   0.000000e+00
  2.856000e+02   2.447164e+00   1.408926e+01  -1.142784e+00   0.000000e+00
  2.868500e+02   4.419701e+00   8.625338e+00  -1.880028e+00   0.000000e+00
  2.870500e+02   4.873363e+00   7.901290e+00  -2.000433e+00   0.000000e+00
  2.872500e+02   5.350675e+00   7.218671e+00  -2.125607e+00   0.000000e+00
  2.874500e+02   5.848694e+00   6.577480e+00  -2.255357e+00   0.000000e+00
  2.876500e+02   6.364349e+00   5.977717e+00  -2.389482e+00   0.000000e+00
  2.878500e+02   6.894461e+00   5.419383e+00  -2.527775e+00   0.000000e+00
  2.891000e+02   1.088003e+01   2.868413e+00  -3.404696e+00   0.000000e+00
  2.893500e+02   1.089824e+01   2.778910e+00  -3.437069e+00   0.000000e+00
  2.906000e+02   7.051826e+00   4.224103e+00  -2.881638e+00   0.000000e+00
  2.908000e+02   6.536694e+00   4.570976e+00  -2.794496e+00   0.000000e+00
  2.910000e+02   6.033504e+00   4.949751e+00  -2.710899e+00   0.000000e+00
  2.912000e+02   5.545360e+00   5.360427e+00  -2.630975e+00   0.000000e+00
  2.914000e+02   5.075269e+00   5.803005e+00  -2.554847e+00   0.000000e+00
  2.916000e+02   4.626131e+00   6.277484e+00  -2.482632e+00   0.000000e+00
  2.928500e+02   2.632565e+00   9.965746e+00  -2.043756e+00   0.000000e+00
  2.931000e+02   2.632565e+00   9.965746e+00  -2.043756e+00   0.000000e+00
  2.933500e+02   2.912522e+00   9.128401e+00  -2.131531e+00   0.000000e+00
  2.936000e+02   3.251857e+00   8.340903e+00  -2.219306e+00   0.000000e+00
  2.943500e+02   4.626131e+00   6.277484e+00  -2.482632e+00   0.000000e+00
  2.945500e+02   5.052545e+00   5.803005e+00  -2.552977e+00   0.000000e+00
  2.947500e+02   5.449427e+00   5.360427e+00  -2.623281e+00   0.000000e+00
  2.949500e+02   5.807006e+00   4.949751e+00  -2.693113e+00   0.000000e+00
  2.951500e+02   6.116476e+00   4.570976e+00  -2.762040e+00   0.000000e+00
  2.953500e+02   6.370217e+00   4.224102e+00  -2.829638e+00   0.000000e+00
  2.966000e+02   8.090144e+00   2.778910e+00  -3.247100e+00   0.000000e+00
  2.968500e+02   8.090144e+00   2.778910e+00  -3.247100e+00   0.000000e+00
  2.971000e+02   7.694642e+00   2.968257e+00  -3.163608e+00   0.000000e+00
  2.973500e+02   7.324899e+00   3.207449e+00  -3.080115e+00   0.000000e+00
  2.981000e+02   6.370217e+00   4.224103e+00  -2.829638e+00   0.000000e+00
  2.983000e+02   6.116476e+00   4.570976e+00  -2.762040e+00   0.000000e+00
  2.985000e+02   5.807005e+00   4.949751e+00  -2.693113e+00   0.000000e+00
  2.987000e+02   5.449427e+00   5.360427e+00  -2.623281e+00   0.000000e+00
  2.989000e+02   5.052545e+00   5.803005e+00  -2.552977e+00   0.000000e+00
  2.991000e+02   4.626131e+00   6.277484e+00  -2.482632e+00   0.000000e+00
  3.003500e+02   2.632565e+00   9.965746e+00  -2.043756e+00   0.000000e+00
  3.006000e+02   2.632565e+00   9.965746e+00  -2.043756e+00   0.000000e+00
  3.008500e+02   2.912522e+00   9.128402e+00  -2.131531e+00   0.000000e+00
  3.011000e+02   3.251857e+00   8.340903e+00  -2.219306e+00   0.000000e+00
  3.018500e+02   4.626131e+00   6.277484e+00  -2.482632e+00   0.000000e+00
  3.020500e+02   5.052545e+00   5.803005e+00  -2.552977e+00   0.000000e+00
  3.022500e+02   5.449427e+00   5.360427e+00  -2.623281e+00   0.000000e+00
  3.024500e+02   5.807005e+00   4.949751e+00  -2.693113e+00   0.000000e+00
  3.026500e+02   6.116475e+00   4.570976e+00  -2.762040e+00   0.000000e+00
  3.028500e+02   6.370217e+00   4.224103e+00  -2.829638e+00   0.000000e+00
  3.041000e+02   8.090144e+00   2.778910e+00  -3.247100e+00   0.000000e+00
  3.043500e+02   8.090144e+00   2.778910e+00  -3.247100e+00   0.000000e+00
  3.046000e+02   7.694642e+00   2.968257e+00  -3.163608e+00   0.000000e+00
  3.048500e+02   7.324899e+00   3.207449e+00  -3.080115e+00   0.000000e+00
  3.056000e+02   6.370217e+00   4.224103e+00  -2.829638e+00   0.000000e+00
  3.058000e+02   6.116476e+00   4.570976e+00  -2.762040e+00   0.000000e+00
  3.060000e+02   5.807005e+00   4.949751e+00  -2.693113e+00   0.000000e+00
  3.062000e+02   5.449427e+00   5.360427e+00  -2.623281e+00   0.000000e+00
  3.064000e+02   5.052545e+00   5.803005e+00  -2.552977e+00   0.000000e+00
  3.066000e+02   4.626131e+00   6.277484e+00  -2.482632e+00   0.000000e+00
  3.078500e+02   2.632565e+00   9.965746e+00  -2.043756e+00   0.000000e+00
  3.081000e+02   2.632565e+00   9.965746e+00  -2.043756e+00   0.000000e+00
  3.093500e+02   4.626131e+00   6.277484e+00  -2.482632e+00   0.000000e+00
  3.095500e+02   5.075269e+00   5.803005e+00  -2.554847e+00   0.000000e+00
  3.097500e+02   5.545360e+00   5.360427e+00  -2.630975e+00   0.000000e+00
  3.099500e+02   6.033505e+00   4.949751e+00  -2.710899e+00   0.000000e+00
  3.101500e+02   6.536694e+00   4.570976e+00  -2.794496e+00   0.000000e+00
  3.103500e+02   7.051826e+00   4.224102e+00  -2.881638e+00   0.000000e+00
  3.116000e+02   1.089824e+01   2.778910e+00  -3.437069e+00   0.000000e+00
  3.118500e+02   1.088003e+01   2.868413e+00  -3.404696e+00   0.000000e+00
  3.131000e+02   6.894461e+00   5.419383e+00  -2.527775e+00   0.000000e+00
  3.133000e+02   6.364349e+00   5.977717e+00  -2.389482e+00   0.000000e+00
  3.135000e+02   5.848694e+00   6.577479e+00  -2.255357e+00   0.000000e+00
  3.137000e+02   5.350675e+00   7.218670e+00  -2.125607e+00   0.000000e+00
  3.139000e+02   4.873363e+00   7.901290e+00  -2.000433e+00   0.000000e+00
  3.141000e+02   4.419701e+00   8.625338e+00  -1.880028e+00   0.000000e+00
  3.153500e+02   2.447164e+00   1.408926e+01  -1.142784e+00   0.000000e+00
  3.156000e+02   2.412286e+00   1.431364e+01  -1.035420e+00   0.000000e+00
  3.168500e+02   3.964087e+00   1.063014e+01  -6.925081e-01   0.000000e+00
  3.170500e+02   4.339424e+00   1.011511e+01  -6.410490e-01   0.000000e+00
  3.172500e+02   4.737047e+00   9.620584e+00  -5.964544e-01   0.000000e+00
  3.174500e+02   5.154505e+00   9.146560e+00  -5.587930e-01   0.000000e+00
  3.176500e+02   5.589224e+00   8.693040e+00  -5.281230e-01   0.000000e+00
  3.178500e+02   6.038524e+00   8.260025e+00  -5.044917e-01   0.000000e+00
  3.191000e+02   9.481035e+00   6.018223e+00  -3.788731e-01   0.000000e+00
  3.193500e+02   9.671467e+00   6.051580e+00  -3.417227e-01   0.000000e+00
  3.206000e+02   7.780879e+00   8.688621e+00  -9.785976e-02   0.000000e+00
  3.208000e+02   7.519320e+00   9.194978e+00  -6.270277e-02   0.000000e+00
  3.210000e+02   7.249909e+00   9.724628e+00  -3.530206e-02   0.000000e+00
  3.212000e+02   6.974307e+00   1.027757e+01  -1.569989e-02   0.000000e+00
  3.214000e+02   6.694214e+00   1.085380e+01  -3.926486e-03   0.000000e+00
  3.216000e+02   6.411356e+00   1.145332e+01   8.735513e-11   0.000000e+00
  3.228500e+02   5.004748e+00   1.572804e+01  -2.755165e-10   0.000000e+00
  3.231000e+02   5.093401e+00   1.577963e+01  -3.566435e-10   0.000000e+00
  3.260000e+02   1.225167e+01   8.035168e+00  -1.405832e-09   0.000000e+00
  3.262500e+02   1.277625e+01   7.768456e+00  -1.477082e-09   0.000000e+00
  3.291500e+02   1.578776e+01   8.308319e+00  -2.077207e-09   0.000000e+00
  3.294000e+02   1.642565e+01   8.297800e+00  -2.148955e-09   0.000000e+00
  3.323000e+02   2.994500e+01   7.542443e+00  -3.216020e-09   0.000000e+00
  3.325500e+02   2.942512e+01   8.070259e+00  -3.205994e-09   0.000000e+00
  3.354500e+02   8.518884e+00   2.581445e+01  -1.907545e-09   0.000000e+00
  3.357000e+02   7.776225e+00   2.643929e+01  -1.845914e-09   0.000000e+00
  3.386000e+02   5.794598e+00   1.842901e+01  -1.708148e-09   0.000000e+00
  3.388500e+02   5.820160e+00   1.765734e+01  -1.705023e-09   0.000000e+00
  3.417500e+02   8.432154e+00   8.891986e+00  -1.770247e-09   0.000000e+00
  3.420000e+02   8.568533e+00   8.568533e+00  -1.752309e-09   0.000000e+00
  3.434000e+02   8.333333e+00   8.333333e+00  -1.520360e-09   0.000000e+00
  3.434000e+02   2.500000e+00   2.500000e+00  -8.327353e-10   0.000000e+00
